date,SPY Candidate_annualized_return_pct,benchmark_annualized_return_pct
2024-10-31,15.181480208880483,6.428901048503932
2024-11-30,17.38291834764607,6.460410245200943
2024-12-31,17.109428366950596,6.258125703558237
2025-01-31,19.453831368097486,8.20709987315924
2025-02-28,19.848515553023848,8.592900770438817
2025-03-31,16.185308532430497,9.073208282823831
2025-04-30,16.315803212731428,10.105893015690825
2025-05-31,18.0664203861461,10.603570917432714
2025-06-30,21.40686431669765,12.071163187725876
2025-07-31,19.811420222100473,11.361608331311324
2025-08-31,20.658106315591397,13.015614953495923
2025-09-30,24.001985318808728,15.93433185091051
2025-10-31,22.610920104444876,17.76536898930845
2025-11-30,24.41767716393002,17.443872916966185
2025-12-31,28.02732722252166,19.133952292646093
2026-01-31,27.128584587412206,18.866736650154614
2026-02-28,25.074233508194553,20.754915966390474
2026-03-31,24.16254327605456,17.473798478859326
2026-04-30,25.4857677906871,17.980954100392665
2026-05-31,28.63163116032357,20.424704217729506
2026-06-30,26.965964540721686,19.84945582174791
2026-07-31,23.483851551244193,16.57452402396857
2026-08-31,22.714775816032184,16.841115509824345
